user_id,Authentication,Billing,Collaboration,File Management,Onboarding,Project Management,Reporting,Support,Task Management
U016274,9,0,9,1,1,3,0,1,20
U016275,18,2,4,7,0,10,0,0,22
U016276,11,1,3,1,10,3,2,1,13
U016277,18,2,10,1,1,7,2,4,27
U016278,7,0,3,0,2,4,1,0,13
U016279,7,3,5,1,2,5,2,1,16
U016280,17,4,10,0,0,8,1,1,19
U016281,14,2,3,4,0,5,2,1,20
U016282,9,0,4,3,0,4,2,1,8
U016283,15,4,9,4,1,8,2,0,29
U016284,12,5,2,2,0,6,3,2,19
U016285,20,5,9,2,0,4,2,3,32
U016286,10,0,2,2,3,5,2,1,14
U016287,7,0,3,2,4,5,2,2,21
U016288,13,0,5,5,0,5,0,3,22
U016289,14,1,4,5,0,2,5,0,18
U016290,16,3,4,8,0,12,1,2,18
U016291,9,0,3,3,0,3,2,1,9
U016292,13,0,5,2,1,7,0,1,23
U016293,9,0,6,3,0,4,0,1,14
U016294,10,7,4,3,0,8,2,1,21
U016295,12,0,5,1,0,1,2,1,22
U016296,12,3,4,2,2,3,2,0,28
U016297,15,6,5,11,0,9,3,0,32
U016298,15,4,3,2,0,5,0,0,20
U016299,21,3,5,2,0,8,1,1,25
U016300,18,3,9,2,1,7,2,1,27
U016301,11,3,7,3,0,4,2,2,20
U016302,12,4,8,4,1,10,2,2,28
U016303,6,0,5,3,1,5,2,0,14
U016304,8,3,4,4,5,3,1,2,19
U016305,17,2,5,8,0,9,1,0,35
U016306,15,1,4,1,2,4,0,0,19
U016307,21,5,4,8,0,7,1,0,19
U016308,20,1,8,2,0,9,2,0,22
U016309,5,1,1,0,2,7,1,1,12
U016310,8,0,1,0,2,4,0,1,10
U016311,19,5,4,5,1,5,1,0,22
U016312,11,0,4,2,0,2,0,0,18
U016313,10,1,4,5,0,5,1,1,19
U016314,9,0,3,2,4,1,1,0,10
U016315,13,2,4,1,0,4,1,0,21
U016316,6,1,3,3,3,4,1,0,19
U016317,7,0,8,4,1,4,1,0,25
U016318,17,2,9,5,0,4,0,3,20
U016319,20,2,7,4,0,6,0,1,25
U016320,9,0,5,5,0,6,1,1,22
U016321,11,2,7,5,1,5,1,1,19
U016322,8,1,3,2,3,3,0,0,11
U016323,8,5,4,5,5,9,0,0,16
U016324,10,2,10,2,0,6,0,1,16
U016325,13,4,6,4,0,4,2,0,25
U016326,15,0,2,4,0,6,1,0,20
U016327,10,1,7,2,5,0,1,0,13
U016328,15,0,5,2,0,4,2,2,27
U016329,10,0,4,2,1,5,2,0,16
U016330,12,1,7,2,0,4,1,2,16
U016331,13,0,4,2,0,3,0,2,20
U016332,11,1,7,2,0,7,1,2,17
U016333,14,0,2,2,2,10,3,1,14
U016334,12,0,5,7,1,4,1,0,22
U016335,5,0,2,0,4,1,0,0,6
U016336,19,3,9,3,8,5,0,2,31
U016337,25,2,6,5,0,4,0,0,24
U016338,17,1,6,3,1,8,2,1,25
U016339,13,4,7,7,1,6,0,2,17
U016340,18,6,3,4,0,6,1,1,28
U016341,19,5,7,6,2,8,2,1,26
U016342,12,0,3,3,0,6,1,1,18
U016343,21,1,6,3,0,5,2,2,27
U016344,19,2,6,4,0,3,1,2,35
U016345,10,1,4,3,1,3,2,1,19
U016346,18,3,6,3,0,4,1,0,24
U016347,10,0,6,6,1,5,0,2,16
U016348,12,0,10,2,0,9,0,2,24
U016349,12,2,9,2,8,4,3,0,14
U016350,16,3,9,0,0,9,2,0,32
U016351,12,1,10,2,2,8,2,0,19
U016352,10,1,7,2,0,5,0,1,20
U016353,19,5,14,6,1,4,1,2,21
U016354,10,0,5,1,0,2,2,2,17
U016355,16,0,2,2,0,5,1,1,13
U016356,9,1,5,0,1,2,0,3,18
U016357,10,0,6,0,1,4,1,0,23
U016358,17,5,6,4,1,7,2,0,18
U016359,9,3,3,2,2,3,0,1,22
U016360,15,3,9,2,1,7,1,1,30
U016361,12,2,8,3,0,5,2,2,26
U016362,19,2,10,5,1,7,2,0,29
U016363,10,1,2,3,1,4,2,0,18
U016364,10,0,4,2,3,3,0,2,12
U016365,18,3,6,6,0,8,1,2,24
U016366,13,1,7,6,0,3,1,0,19
U016367,9,3,6,0,2,3,0,2,17
U016368,16,4,5,3,0,8,1,1,19
U016369,16,4,10,4,1,9,1,0,23
U016370,5,3,3,3,3,5,0,2,21
U016371,8,2,6,1,0,3,0,2,23
U016372,14,0,6,1,6,3,0,1,24
U016373,10,1,1,5,0,2,2,1,20
U016374,8,0,6,1,0,4,2,1,20
U016375,6,0,2,0,0,5,1,2,15
U016376,10,4,5,6,1,11,1,0,23
U016377,17,2,6,1,1,5,0,0,26
U016378,8,0,7,1,3,5,0,2,10
U016379,19,2,14,5,2,15,1,0,25
U016380,19,3,10,1,0,5,2,2,8
U016381,13,1,2,2,0,4,1,0,16
U016382,11,3,5,3,9,5,1,0,18
U016383,15,2,3,3,0,8,1,0,22
U016384,9,3,3,8,6,10,0,2,10
U016385,13,4,2,2,0,3,2,1,27
U016386,11,5,6,4,0,8,3,0,32
U016387,15,2,5,3,0,9,3,3,16
U016388,8,1,2,0,1,2,0,1,12
U016389,17,4,6,4,0,3,1,1,16
U016390,13,3,12,1,2,6,4,1,29
U016391,13,1,5,3,0,2,1,0,17
U016392,12,0,6,2,4,4,0,2,14
U016393,15,1,2,2,4,5,3,1,16
U016394,11,0,3,1,4,1,0,0,8
U016395,12,4,6,1,1,6,2,1,21
U016396,13,3,4,2,1,4,2,2,19
U016397,14,4,6,6,2,9,0,3,18
U016398,5,0,6,2,3,2,1,0,15
U016399,12,2,7,5,0,8,0,2,17
U016400,17,0,7,5,0,5,2,1,17
U016401,9,2,6,0,0,5,2,1,14
U016402,12,6,10,4,0,4,3,0,20
U016403,14,2,5,1,0,3,1,0,20
U016404,7,0,5,1,0,5,0,1,6
U016405,12,7,7,2,0,6,0,0,24
U016406,14,5,5,1,4,9,1,1,27
U016407,18,4,10,4,4,6,0,1,20
U016408,9,3,9,5,3,9,1,0,31
U016409,15,1,6,2,0,9,1,0,19
U016410,15,5,6,2,0,9,2,3,21
U016411,17,6,8,4,0,6,0,1,29
U016412,12,4,6,3,0,3,3,1,17
U016413,18,2,7,6,0,3,3,1,24
U016414,11,4,6,3,0,9,3,0,22
U016415,10,1,7,3,3,4,2,0,23
U016416,10,1,10,7,0,5,1,1,18
U016417,13,2,5,2,2,3,1,1,25
U016418,6,0,4,0,0,5,0,2,9
U016419,16,2,11,2,8,5,0,2,28
U016420,8,2,3,1,1,7,2,2,23
U016421,13,6,5,4,1,4,4,1,19
U016422,10,1,5,4,1,3,0,0,15
U016423,13,0,6,6,0,6,1,2,15
U016424,9,1,6,2,0,3,2,0,12
U016425,15,4,8,7,0,9,4,0,27
U016426,12,4,7,1,0,6,2,1,11
U016427,20,5,11,3,0,1,1,0,13
U016428,14,2,7,3,0,3,2,0,10
U016429,15,0,3,4,0,6,1,1,11
U016430,9,3,8,7,1,8,1,0,37
U016431,18,1,7,1,1,9,3,1,27
U016432,21,2,8,4,0,9,2,1,31
U016433,8,0,3,1,0,4,0,0,16
U016434,9,1,1,0,3,2,0,1,11
U016435,8,2,4,4,2,3,0,2,10
U016436,15,3,4,3,0,7,2,0,21
U016437,10,0,4,2,0,4,1,0,19
U016438,12,4,10,2,0,4,0,1,20
U016439,14,0,6,2,0,6,0,2,15
U016440,14,4,5,1,1,10,1,0,20
U016441,10,2,7,1,2,3,1,0,9
U016442,5,0,6,3,0,5,1,0,19
U016443,9,0,1,1,3,4,3,0,7
U016444,15,6,6,2,1,7,1,1,29
U016445,19,6,8,7,0,8,2,0,19
U016446,17,1,6,3,1,5,1,1,19
U016447,7,0,1,2,5,2,0,2,7
U016448,5,1,1,3,4,4,1,1,17
U016449,12,3,8,2,0,5,0,0,25
U016450,22,5,8,2,1,7,1,1,28
U016451,11,1,5,4,0,7,0,2,15
U016452,13,3,2,3,4,6,0,1,27
U016453,26,6,8,2,0,6,3,2,31
U016454,16,2,8,3,0,5,1,1,26
U016455,10,3,4,3,0,5,0,1,26
U016456,9,1,7,5,1,5,0,0,22
U016457,4,0,3,1,1,5,1,0,8
U016458,16,3,10,4,1,2,3,1,26
U016459,17,3,4,2,2,7,1,1,18
U016460,11,3,9,3,1,13,0,0,18
U016461,17,0,6,5,0,7,0,1,23
U016462,10,0,3,1,0,4,1,2,16
U016463,7,2,7,6,0,9,1,0,29
U016464,14,2,11,4,0,5,1,0,18
U016465,16,2,5,1,0,5,2,1,27
U016466,14,2,11,3,0,12,2,0,23
U016467,15,9,11,3,2,4,0,0,26
U016468,19,3,6,8,0,10,1,0,29
U016469,9,3,3,5,0,6,0,0,18
U016470,19,3,6,3,0,7,0,0,15
U016471,16,1,7,3,0,5,2,1,22
U016472,11,1,2,1,0,4,0,0,15
U016473,13,6,6,2,4,6,1,0,17
U016474,5,0,6,3,0,7,0,1,14
U016475,18,6,2,0,0,5,0,2,17
U016476,16,5,5,2,1,8,0,2,29
U016477,18,6,14,2,0,9,2,1,29
U016478,16,1,2,1,0,1,0,0,8
U016479,10,0,6,1,0,3,1,0,11
U016480,16,3,9,3,0,5,1,2,15
U016481,6,0,6,6,2,3,0,0,18
U016482,5,3,5,3,5,1,1,1,20
U016483,18,3,7,2,0,7,3,1,19
U016484,17,1,1,2,1,6,0,2,8
U016485,13,4,2,0,0,11,1,1,9
U016486,9,2,5,2,0,3,2,2,24
U016487,10,0,8,3,0,4,0,2,19
U016488,10,1,3,4,0,5,2,1,15
U016489,12,2,11,3,0,10,0,1,27
U016490,11,0,2,1,0,5,0,1,18
U016491,10,2,9,3,2,5,0,1,16
U016492,11,1,8,0,0,6,0,0,9
U016493,10,4,7,4,1,2,0,2,22
U016494,21,3,6,4,0,7,3,0,14
U016495,18,0,6,1,0,1,0,0,13
U016496,14,1,8,5,1,4,1,0,23
U016497,12,3,8,3,1,7,0,0,19
U016498,10,2,7,2,1,7,2,1,17
U016499,19,6,6,2,0,10,1,2,30
U016500,20,2,8,4,2,11,3,1,27
U016501,13,3,11,3,0,5,1,0,30
U016502,15,4,9,2,0,3,1,1,26
U016503,13,1,4,2,0,5,1,0,25
U016504,10,2,9,5,0,7,2,1,32
U016505,16,6,10,6,0,4,1,2,24
U016506,15,3,6,5,1,9,1,0,26
U016507,21,5,8,3,1,7,1,0,29
U016508,13,2,3,5,2,8,2,3,23
U016509,10,5,5,4,9,8,1,0,19
U016510,19,2,2,3,1,6,4,2,17
U016511,22,3,10,2,3,4,3,0,27
U016512,11,0,5,5,1,8,1,2,19
U016513,15,0,6,6,0,9,0,0,20
U016514,17,0,4,4,0,5,0,1,14
U016515,16,6,8,3,2,9,1,0,30
U016516,9,1,8,2,5,6,2,1,14
U016517,21,4,5,1,1,6,0,2,24
U016518,15,3,4,4,0,3,3,0,26
U016519,12,0,5,5,0,4,0,0,14
U016520,10,1,5,1,0,5,2,2,14
U016521,18,3,3,4,0,7,2,0,27
U016522,17,1,6,4,0,4,1,1,20
U016523,11,3,5,2,0,8,2,0,18
U016524,17,2,9,4,0,7,3,4,21
U016525,17,2,10,7,0,10,0,1,12
U016526,6,3,5,2,2,4,2,0,14
U016527,8,5,4,3,0,5,0,0,32
U016528,13,0,6,5,1,7,2,0,21
U016529,12,1,3,0,0,2,1,0,16
U016530,14,3,7,1,1,7,0,0,24
U016531,11,0,2,1,2,4,1,2,13
U016532,13,5,7,4,2,5,2,2,20
U016533,9,0,2,2,3,2,0,0,17
U016534,8,1,5,0,1,2,0,0,18
U016535,13,1,6,3,0,3,0,0,23
U016536,15,4,4,3,0,4,0,2,12
U016537,9,2,8,3,1,7,0,0,22
U016538,9,0,2,2,3,0,0,1,10
U016539,4,1,5,3,3,6,1,0,14
U016540,8,1,4,3,0,3,4,1,22
U016541,13,6,10,5,1,8,4,1,24
U016542,10,4,2,4,7,7,1,1,19
U016543,17,4,9,3,4,3,1,3,19
U016544,13,2,3,4,2,5,0,0,17
U016545,10,0,5,1,0,8,1,2,19
U016546,10,1,4,2,1,4,0,1,16
U016547,19,2,4,1,4,9,0,2,19
U016548,13,1,6,4,4,3,0,0,26
U016549,15,2,5,2,0,6,3,1,16
U016550,30,2,7,3,1,8,1,2,29
U016551,13,1,7,3,0,7,0,0,25
U016552,10,4,0,2,0,3,3,1,12
U016553,10,1,5,5,1,1,0,1,20
U016554,13,0,4,1,0,5,0,0,12
U016555,16,4,4,9,1,4,1,0,25
U016556,10,3,12,3,0,7,0,0,21
U016557,1,0,0,1,6,6,0,0,13
U016558,8,0,9,3,0,4,4,0,16
U016559,20,1,8,8,0,8,1,3,33
U016560,10,0,9,1,0,8,2,0,11
U016561,16,4,5,4,0,6,2,0,16
U016562,10,0,5,1,0,2,1,0,17
U016563,8,0,12,1,0,2,1,1,16
U016564,8,0,3,3,0,8,1,0,16
U016565,19,2,13,7,0,8,2,1,34
U016566,10,6,8,1,0,4,1,0,18
U016567,9,0,5,2,0,5,1,1,16
U016568,10,2,4,3,0,7,2,0,15
U016569,6,1,5,4,0,2,0,0,9
U016570,15,2,5,4,0,7,7,2,30
U016571,17,4,6,1,1,4,0,3,29
U016572,12,1,9,3,4,7,0,1,17
U016573,12,0,6,1,6,7,0,0,11
U016574,16,1,11,5,1,8,1,1,35
U016575,16,1,6,3,0,5,0,0,23
U016576,10,1,5,4,3,9,0,1,15
U016577,16,3,5,4,0,8,0,0,18
U016578,8,4,7,1,0,8,0,1,18
U016579,14,1,5,6,0,9,1,0,19
U016580,23,2,5,5,7,11,2,1,24
U016581,10,1,6,4,0,5,2,0,10
U016582,8,0,9,3,0,4,0,0,20
U016583,18,3,5,0,1,3,1,0,17
U016584,5,3,4,3,2,6,1,0,18
U016585,12,0,7,2,0,6,1,1,13
U016586,10,1,6,3,1,1,1,0,14
U016587,12,4,4,4,0,9,4,1,18
U016588,16,0,6,1,1,3,1,0,16
U016589,7,2,5,9,1,6,1,1,24
U016590,11,3,9,2,1,10,0,0,30
U016591,21,1,3,0,0,4,1,1,22
U016592,13,1,4,2,0,1,1,2,16
U016593,11,5,9,3,1,3,4,1,16
U016594,9,2,9,8,0,9,3,1,14
U016595,16,2,5,3,0,6,0,1,27
U016596,9,3,4,2,3,4,0,1,17
U016597,10,2,9,1,0,5,1,3,10
U016598,5,0,5,0,5,3,2,0,10
U016599,13,0,6,1,0,7,1,0,20
U016600,9,3,4,3,0,2,1,0,16
U016601,9,1,1,4,0,2,1,1,19
U016602,12,0,10,2,0,8,0,0,28
U016603,14,0,3,3,0,8,1,0,10
U016604,7,7,4,3,0,3,0,3,24
U016605,11,0,3,3,4,2,1,3,18
U016606,18,0,5,2,0,4,0,0,10
U016607,4,0,5,2,1,3,3,0,8
U016608,17,3,4,4,0,7,4,0,25
U016609,14,2,6,6,0,15,0,3,17
U016610,12,1,9,3,0,6,1,2,14
U016611,17,2,4,4,1,6,1,1,25
U016612,14,2,6,0,0,2,0,2,16
U016613,8,1,11,4,0,5,0,1,31
U016614,19,0,12,2,1,6,4,1,25
U016615,15,0,4,1,1,2,1,2,13
U016616,11,3,6,7,1,8,2,1,26
U016617,20,3,10,1,0,4,2,3,37
U016618,13,3,4,4,5,7,2,2,23
U016619,11,7,9,4,0,9,0,1,29
U016620,12,1,1,1,0,3,2,1,21
U016621,12,1,7,0,0,7,1,3,15
U016622,14,3,8,5,0,5,2,3,27
U016623,6,1,3,2,0,7,1,1,15
U016624,10,2,7,3,2,3,2,0,19
U016625,14,0,12,2,0,6,1,2,29
U016626,12,2,12,1,0,4,4,1,17
U016627,17,3,3,6,1,6,2,0,20
U016628,12,4,6,2,0,6,2,1,25
U016629,17,3,5,1,0,5,2,2,12
U016630,10,0,2,5,0,6,1,1,11
U016631,12,0,6,3,0,4,0,1,24
U016632,8,2,4,2,0,8,0,0,15
U016633,20,2,5,3,3,6,2,1,31
U016634,13,3,6,4,0,9,0,0,34
U016635,16,6,3,1,1,9,0,0,20
U016636,6,0,4,2,0,6,1,1,15
U016637,12,1,3,2,6,2,1,1,9
U016638,11,2,6,4,0,8,0,0,24
U016639,10,1,2,0,9,1,1,2,8
U016640,14,0,7,3,0,6,1,0,19
U016641,3,0,2,1,3,2,2,0,12
U016642,21,4,4,4,0,11,4,1,16
U016643,13,1,2,2,0,4,0,2,15
U016644,14,2,7,0,0,5,2,0,18
U016645,10,9,8,5,0,7,1,2,33
U016646,13,0,3,4,0,6,2,0,19
U016647,8,3,7,5,0,5,1,0,18
U016648,21,1,4,4,6,3,4,0,15
U016649,11,0,4,3,0,2,0,2,14
U016650,14,2,5,2,3,6,1,3,15
U016651,8,0,2,3,2,2,0,0,14
U016652,12,2,4,2,0,7,1,1,23
U016653,16,0,4,1,1,4,0,1,21
U016654,12,5,4,1,4,2,0,2,19
U016655,9,1,7,2,4,4,2,0,22
U016656,15,1,6,3,1,6,1,2,17
U016657,13,2,8,4,1,8,2,0,23
U016658,16,1,10,5,0,8,3,2,17
U016659,9,5,6,1,0,6,1,2,16
U016660,16,1,7,3,1,1,2,2,25
U016661,19,6,5,1,1,4,2,1,24
U016662,15,3,11,2,0,9,1,1,19
U016663,15,1,9,6,2,10,0,0,26
U016664,9,0,3,1,0,1,0,0,12
U016665,12,1,10,4,0,6,1,0,10
U016666,16,3,5,4,0,6,1,0,28
U016667,10,6,7,4,0,5,1,2,17
U016668,14,2,8,0,1,7,1,1,23
U016669,13,0,6,4,1,2,0,0,20
U016670,14,0,6,1,1,4,0,0,20
U016671,14,1,3,1,1,1,0,1,20
U016672,15,3,12,3,0,7,0,1,23
U016673,17,2,7,1,1,4,2,0,18
U016674,15,0,1,1,1,4,1,1,14
U016675,16,5,4,6,0,3,2,1,21
U016676,5,1,4,1,0,5,3,1,12
U016677,12,4,6,3,0,6,1,1,24
U016678,9,0,6,2,2,5,2,2,11
U016679,16,3,7,5,0,5,3,0,31
U016680,17,2,3,4,1,1,0,2,18
U016681,12,0,9,2,0,4,5,1,12
U016682,9,0,5,4,0,6,1,0,16
U016683,9,4,8,3,0,7,1,0,23
U016684,17,4,4,4,1,4,1,3,15
U016685,10,2,6,4,0,7,1,0,25
U016686,8,0,4,2,2,2,0,2,17
U016687,6,0,2,1,6,2,1,4,10
U016688,9,1,1,3,3,4,0,0,8
U016689,13,2,2,2,6,11,2,1,26
U016690,23,0,10,6,2,2,1,0,21
U016691,7,2,7,0,3,8,0,3,24
U016692,13,0,7,7,0,4,0,3,17
U016693,13,1,4,2,0,2,0,1,21
U016694,8,2,2,5,5,7,3,0,22
U016695,14,3,6,1,0,4,2,2,23
U016696,14,1,2,3,0,2,1,1,18
U016697,2,1,3,2,4,5,0,1,14
U016698,25,4,9,4,0,13,3,2,27
U016699,12,2,4,0,2,4,0,0,13
U016700,19,2,12,5,1,2,1,0,34
U016701,22,5,11,4,1,8,0,2,27
U016702,11,1,7,6,1,3,0,0,26
U016703,8,2,4,1,0,2,2,0,15
U016704,10,2,7,4,1,6,1,1,16
U016705,18,9,3,4,2,6,2,4,29
U016706,9,1,6,1,0,8,1,0,15
U016707,17,0,6,5,0,8,2,2,20
U016708,12,3,6,1,5,5,1,1,10
U016709,20,6,9,2,0,8,0,0,26
U016710,32,2,10,3,0,7,4,1,31
U016711,10,2,4,6,3,4,0,1,18
U016712,15,4,12,1,0,7,2,0,14
U016713,14,4,10,3,0,3,0,0,12
U016714,11,0,4,3,0,6,2,0,19
U016715,16,2,6,2,0,10,1,1,27
U016716,4,0,6,2,3,1,0,0,10
U016717,21,5,6,1,1,10,0,0,28
U016718,12,1,11,4,0,3,1,0,15
U016719,15,0,8,4,0,6,2,2,11
U016720,18,2,7,4,0,5,1,1,31
U016721,17,1,9,5,0,2,1,1,21
U016722,15,3,13,4,0,4,1,0,21
U016723,13,3,8,6,0,4,1,0,14
U016724,15,2,7,1,1,5,2,0,23
U016725,9,0,5,3,0,1,2,1,17
U016726,10,1,1,6,2,5,5,0,13
U016727,12,2,11,5,0,7,1,3,34
U016728,11,5,11,3,7,9,2,1,32
U016729,6,1,4,4,0,5,0,5,21
U016730,11,7,6,4,5,5,3,0,23
U016731,18,1,11,3,1,7,0,1,25
U016732,15,1,6,3,0,10,1,1,23
U016733,11,0,4,4,0,4,1,0,18
U016734,9,1,5,4,0,7,2,1,22
U016735,12,1,4,4,0,3,1,0,11
U016736,18,4,6,4,1,7,2,1,25
U016737,9,1,3,3,1,3,2,0,18
U016738,6,0,5,1,4,3,1,1,9
U016739,14,1,5,6,0,8,0,0,27
U016740,7,1,7,2,0,2,0,1,14
U016741,5,2,2,1,0,6,1,1,16
U016742,14,5,2,4,0,1,2,0,13
U016743,11,4,4,3,0,7,0,0,16
U016744,7,1,7,1,1,2,1,0,16
U016745,24,3,10,4,1,8,1,0,33
U016746,12,4,5,4,0,8,1,1,24
U016747,24,0,10,2,0,4,3,0,30
U016748,14,0,4,3,2,9,1,0,15
U016749,14,1,5,3,0,4,2,1,17
U016750,17,3,7,3,1,4,5,1,31
U016751,9,2,4,4,6,4,1,2,19
U016752,21,6,9,5,0,9,2,3,33
U016753,16,3,6,4,0,7,1,1,27
U016754,6,1,3,3,5,5,1,0,15
U016755,19,2,10,1,0,9,2,1,40
U016756,8,6,3,0,4,6,2,0,20
U016757,13,0,6,1,0,8,0,3,15
U016758,10,0,4,2,1,1,0,0,10
U016759,29,4,2,4,2,8,2,4,23
U016760,19,3,13,2,0,11,0,1,30
U016761,12,6,5,3,0,12,1,1,24
U016762,16,2,5,3,0,10,1,0,28
U016763,14,0,3,2,0,6,2,1,18
U016764,16,0,4,4,1,6,0,2,15
U016765,14,3,11,4,0,9,4,0,31
U016766,6,1,1,0,4,0,0,0,12
U016767,25,4,5,5,0,11,0,2,21
U016768,11,1,7,4,0,4,1,0,15
U016769,11,3,7,3,0,5,1,1,26
U016770,12,4,8,5,6,4,1,1,17
U016771,9,0,6,2,1,5,3,1,23
U016772,14,3,2,4,0,8,1,1,24
U016773,18,1,6,6,0,11,1,0,20
U016774,10,2,3,6,0,8,0,0,20
U016775,10,4,8,3,0,4,0,1,23
U016776,17,0,7,1,0,5,1,0,17
U016777,13,2,4,0,0,8,0,1,15
U016778,13,1,9,4,1,3,1,1,15
U016779,9,1,6,2,0,4,0,1,12
U016780,9,2,3,3,0,3,2,2,25
U016781,15,3,4,1,1,8,2,1,24
U016782,9,7,8,6,0,6,1,0,30
U016783,4,1,4,2,0,3,1,0,12
U016784,19,0,3,2,0,5,1,1,20
U016785,10,1,8,4,0,10,0,2,18
U016786,15,1,8,1,1,6,0,3,17
U016787,10,1,2,9,0,4,2,2,15
U016788,12,1,3,1,2,3,2,0,21
U016789,12,3,9,2,1,10,4,1,25
U016790,12,0,3,6,1,11,2,2,13
U016791,7,4,7,0,3,7,1,0,24
U016792,13,2,7,3,0,7,1,2,20
U016793,9,0,7,4,0,4,1,2,22
U016794,11,4,4,2,0,4,1,0,15
U016795,18,0,7,3,0,2,1,0,17
U016796,13,1,10,2,2,4,1,1,23
U016797,15,1,6,5,1,7,3,0,20
U016798,6,3,7,3,7,6,0,0,13
U016799,4,2,2,1,5,5,0,1,12
U016800,8,1,4,1,0,8,0,0,15
U016801,16,3,7,2,4,6,2,1,15
U016802,10,2,3,4,3,4,1,0,24
U016803,14,3,3,2,0,2,1,0,21
U016804,14,5,2,3,1,4,3,1,18
U016805,17,2,5,1,5,11,2,0,8
U016806,13,6,5,5,0,1,0,2,21
U016807,8,2,5,1,0,7,3,2,27
U016808,10,0,3,2,0,5,0,0,17
U016809,10,1,5,1,0,1,2,2,19
U016810,13,1,10,4,0,9,3,1,38
U016811,8,5,8,4,1,6,0,2,28
U016812,10,1,2,0,1,3,0,0,14
U016813,11,4,1,0,6,4,0,1,20
U016814,16,4,6,3,0,5,0,2,28
U016815,9,0,2,3,0,6,1,1,16
U016816,16,7,9,3,0,10,1,1,26
U016817,12,4,6,6,0,9,1,0,25
U016818,15,5,6,2,1,2,2,0,24
U016819,13,1,7,3,0,3,0,0,12
U016820,15,1,8,2,0,7,1,0,19
U016821,12,2,5,1,0,11,3,1,24
U016822,12,3,3,4,4,4,0,0,13
U016823,13,3,3,6,0,2,1,2,15
U016824,6,3,4,2,1,3,3,1,15
U016825,16,5,8,6,0,8,2,2,27
U016826,8,2,7,2,0,5,0,0,20
U016827,15,1,7,1,0,5,3,2,14
U016828,20,3,7,3,0,5,3,1,22
U016829,12,3,5,4,4,3,1,0,21
U016830,14,4,5,1,1,3,2,1,22
U016831,17,2,9,3,0,5,3,1,22
U016832,13,1,4,1,0,6,0,1,24
U016833,12,3,5,2,0,2,1,1,23
U016834,14,2,4,1,1,1,1,0,19
U016835,7,1,1,2,7,6,0,0,9
U016836,10,1,3,5,0,6,0,0,12
U016837,10,2,2,4,0,1,0,2,15
U016838,18,4,13,5,0,10,1,1,26
U016839,9,1,4,2,3,8,0,0,23
U016840,22,7,9,5,0,1,1,1,29
U016841,12,0,9,2,0,3,2,1,11
U016842,12,4,4,5,1,6,0,1,19
U016843,12,5,1,3,0,6,0,3,15
U016844,7,0,9,2,0,3,1,1,18
U016845,7,1,5,2,0,2,0,0,20
U016846,11,3,6,1,0,5,0,1,18
U016847,7,1,6,3,6,3,1,0,11
U016848,12,3,5,3,0,3,2,0,16
U016849,11,1,4,5,0,4,1,2,14
U016850,17,5,8,4,0,3,0,1,18
U016851,16,2,5,0,0,4,1,1,23
U016852,13,2,5,2,0,3,0,0,26
U016853,8,2,9,4,0,9,2,1,24
U016854,6,0,3,1,3,4,2,0,20
U016855,19,5,10,1,0,13,3,0,26
U016856,15,4,5,3,0,10,3,2,29
U016857,14,2,10,6,0,9,1,0,16
U016858,7,1,8,3,3,6,3,1,20
U016859,14,5,5,5,1,9,3,0,26
U016860,14,1,4,3,1,4,2,1,22
U016861,20,3,6,4,0,3,0,0,28
U016862,16,2,7,3,0,8,3,0,26
U016863,19,2,3,5,0,6,2,1,34
U016864,15,2,9,4,1,12,3,0,30
U016865,17,3,7,2,0,8,1,1,27
U016866,8,1,5,1,0,2,0,0,21
U016867,21,5,8,3,0,10,0,0,32
U016868,6,2,5,1,1,3,2,2,18
U016869,10,1,6,2,2,2,0,0,14
U016870,20,2,10,7,0,5,1,0,19
U016871,14,6,7,4,1,7,1,0,24
U016872,12,3,9,3,0,5,1,0,34
U016873,8,3,8,1,0,4,1,0,23
U016874,12,4,7,6,1,6,0,0,15
U016875,8,0,5,2,0,4,2,1,17
U016876,9,0,3,1,0,4,1,3,12
U016877,17,9,7,1,0,5,1,0,21
U016878,12,1,4,6,4,4,2,1,12
U016879,10,4,2,3,6,7,1,0,16
U016880,20,2,12,3,1,5,5,1,26
U016881,23,1,10,2,0,6,1,1,21
U016882,12,3,5,3,2,8,1,0,23
U016883,8,0,4,2,0,5,2,2,16
U016884,18,4,10,7,0,8,2,0,22
U016885,8,0,2,5,0,2,1,0,3
U016886,25,2,4,8,0,3,1,0,8
U016887,9,1,3,1,2,1,0,0,12
U016888,9,0,8,1,0,3,1,3,12
U016889,20,5,8,3,0,11,5,1,19
U016890,8,4,8,5,0,5,2,0,21
U016891,23,2,6,1,0,11,0,0,20
U016892,12,4,3,4,3,2,0,3,19
U016893,7,0,1,0,4,2,1,0,14
U016894,11,3,6,3,0,7,2,2,35
U016895,6,8,2,1,3,3,1,1,20
U016896,16,7,12,2,1,9,2,0,33
U016897,17,1,6,3,1,6,3,0,17
U016898,19,4,4,2,0,6,1,0,21
U016899,8,1,6,0,0,1,0,1,14
U016900,12,2,4,3,1,4,0,1,25
U016901,25,3,10,7,1,8,0,1,30
U016902,12,2,5,5,1,3,0,1,13
U016903,13,1,4,6,0,1,2,0,23
U016904,4,2,3,2,2,2,0,0,11
U016905,9,0,4,1,0,2,1,1,16
U016906,14,0,4,3,1,7,1,0,19
U016907,8,1,5,0,2,6,1,1,22
