user_id,first_active_month,last_active_month,active_months,activity_span_days,retention_behavior
U011341,2026-06-01,2026-07-01,2,30,Low Retention
U011342,2024-09-01,2026-07-01,16,668,High Retention
U011343,2026-05-01,2026-07-01,3,61,Moderate Retention
U011344,2025-04-01,2026-07-01,13,456,High Retention
U011345,2024-02-01,2026-07-01,22,881,High Retention
U011346,2025-02-01,2026-07-01,15,515,High Retention
U011347,2026-03-01,2026-07-01,5,122,Moderate Retention
U011348,2025-06-01,2026-07-01,14,395,High Retention
U011349,2026-05-01,2026-07-01,3,61,Moderate Retention
U011350,2025-12-01,2026-07-01,8,212,High Retention
U011351,2026-03-01,2026-07-01,5,122,Moderate Retention
U011352,2026-01-01,2026-07-01,7,181,High Retention
U011353,2025-10-01,2026-07-01,10,273,High Retention
U011354,2024-09-01,2026-07-01,18,668,High Retention
U011355,2025-08-01,2026-07-01,12,334,High Retention
U011356,2024-09-01,2026-07-01,17,668,High Retention
U011357,2025-08-01,2026-07-01,10,334,High Retention
U011358,2025-07-01,2026-07-01,12,365,High Retention
U011359,2026-01-01,2026-07-01,7,181,High Retention
U011360,2024-12-01,2026-07-01,15,577,High Retention
U011361,2024-10-01,2026-07-01,20,638,High Retention
U011362,2026-05-01,2026-07-01,3,61,Moderate Retention
U011363,2024-11-01,2026-07-01,18,607,High Retention
U011364,2025-08-01,2026-07-01,10,334,High Retention
U011365,2026-03-01,2026-07-01,5,122,Moderate Retention
U011366,2024-09-01,2026-07-01,21,668,High Retention
U011367,2025-01-01,2026-07-01,16,546,High Retention
U011368,2024-05-01,2026-07-01,22,791,High Retention
U011369,2024-06-01,2026-07-01,22,760,High Retention
U011370,2025-10-01,2026-07-01,9,273,High Retention
U011371,2024-05-01,2026-07-01,24,791,High Retention
U011372,2024-10-01,2026-07-01,20,638,High Retention
U011373,2024-06-01,2026-07-01,19,760,High Retention
U011374,2024-07-01,2026-07-01,22,730,High Retention
U011375,2026-01-01,2026-07-01,7,181,High Retention
U011376,2024-09-01,2026-07-01,20,668,High Retention
U011377,2025-04-01,2026-07-01,15,456,High Retention
U011378,2025-10-01,2026-07-01,10,273,High Retention
U011379,2026-05-01,2026-07-01,3,61,Moderate Retention
U011380,2025-09-01,2026-07-01,11,303,High Retention
U011381,2025-01-01,2026-07-01,17,546,High Retention
U011382,2024-05-01,2026-07-01,19,791,High Retention
U011383,2025-03-01,2026-07-01,16,487,High Retention
U011384,2025-09-01,2026-07-01,11,303,High Retention
U011385,2024-02-01,2026-07-01,23,881,High Retention
U011386,2025-07-01,2026-07-01,12,365,High Retention
U011387,2024-01-01,2026-07-01,26,912,High Retention
U011388,2025-12-01,2026-07-01,8,212,High Retention
U011389,2026-05-01,2026-07-01,3,61,Moderate Retention
U011390,2024-04-01,2026-07-01,19,821,High Retention
U011391,2026-05-01,2026-07-01,3,61,Moderate Retention
U011392,2024-10-01,2026-07-01,18,638,High Retention
U011393,2024-03-01,2026-07-01,22,852,High Retention
U011394,2026-01-01,2026-07-01,7,181,High Retention
U011395,2024-11-01,2026-07-01,18,607,High Retention
U011396,2025-02-01,2026-07-01,16,515,High Retention
U011397,2026-06-01,2026-07-01,2,30,Low Retention
U011398,2026-04-01,2026-07-01,4,91,Moderate Retention
U011399,2025-05-01,2026-07-01,15,426,High Retention
U011400,2025-09-01,2026-07-01,11,303,High Retention
U011401,2024-09-01,2026-07-01,20,668,High Retention
U011402,2024-03-01,2026-07-01,22,852,High Retention
U011403,2025-10-01,2026-07-01,10,273,High Retention
U011404,2025-02-01,2026-07-01,18,515,High Retention
U011405,2026-04-01,2026-07-01,4,91,Moderate Retention
U011406,2024-10-01,2026-07-01,17,638,High Retention
U011407,2024-08-01,2026-07-01,18,699,High Retention
U011408,2025-11-01,2026-07-01,9,242,High Retention
U011409,2025-05-01,2026-07-01,15,426,High Retention
U011410,2024-06-01,2026-07-01,18,760,High Retention
U011411,2025-08-01,2026-07-01,10,334,High Retention
U011412,2026-03-01,2026-07-01,5,122,Moderate Retention
U011413,2025-08-01,2026-07-01,12,334,High Retention
U011414,2025-11-01,2026-07-01,9,242,High Retention
U011415,2024-07-01,2026-07-01,24,730,High Retention
U011416,2025-07-01,2026-07-01,10,365,High Retention
U011417,2025-10-01,2026-07-01,10,273,High Retention
U011418,2025-05-01,2026-07-01,13,426,High Retention
U011419,2026-05-01,2026-07-01,3,61,Moderate Retention
U011420,2026-05-01,2026-07-01,3,61,Moderate Retention
U011421,2025-05-01,2026-07-01,12,426,High Retention
U011422,2026-03-01,2026-07-01,5,122,Moderate Retention
U011423,2024-05-01,2026-07-01,19,791,High Retention
U011424,2026-04-01,2026-07-01,4,91,Moderate Retention
U011425,2024-06-01,2026-07-01,22,760,High Retention
U011426,2026-01-01,2026-07-01,7,181,High Retention
U011427,2025-02-01,2026-07-01,16,515,High Retention
U011428,2024-11-01,2026-07-01,20,607,High Retention
U011429,2026-02-01,2026-07-01,6,150,High Retention
U011430,2024-07-01,2026-07-01,16,730,High Retention
U011431,2025-06-01,2026-07-01,14,395,High Retention
U011432,2024-10-01,2026-07-01,18,638,High Retention
U011433,2024-10-01,2026-07-01,18,638,High Retention
U011434,2026-05-01,2026-07-01,3,61,Moderate Retention
U011435,2024-06-01,2026-07-01,23,760,High Retention
U011436,2026-06-01,2026-07-01,2,30,Low Retention
U011437,2024-02-01,2026-07-01,25,881,High Retention
U011438,2024-07-01,2026-07-01,20,730,High Retention
U011439,2025-01-01,2026-07-01,17,546,High Retention
U011440,2024-10-01,2026-07-01,19,638,High Retention
U011441,2024-08-01,2026-07-01,21,699,High Retention
U011442,2025-09-01,2026-07-01,11,303,High Retention
U011443,2024-04-01,2026-07-01,18,821,High Retention
U011444,2025-06-01,2026-07-01,13,395,High Retention
U011445,2025-01-01,2026-07-01,13,546,High Retention
U011446,2025-06-01,2026-07-01,11,395,High Retention
U011447,2025-01-01,2026-07-01,14,546,High Retention
U011448,2026-04-01,2026-07-01,4,91,Moderate Retention
U011449,2024-11-01,2026-07-01,19,607,High Retention
U011450,2025-07-01,2026-07-01,12,365,High Retention
U011451,2025-02-01,2026-07-01,15,515,High Retention
U011452,2025-06-01,2026-07-01,14,395,High Retention
U011453,2025-01-01,2026-07-01,17,546,High Retention
U011454,2025-09-01,2026-07-01,11,303,High Retention
U011455,2024-08-01,2026-07-01,19,699,High Retention
U011456,2025-04-01,2026-07-01,16,456,High Retention
U011457,2026-03-01,2026-07-01,5,122,Moderate Retention
U011458,2025-06-01,2026-07-01,10,395,High Retention
U011459,2024-07-01,2026-07-01,18,730,High Retention
U011460,2025-11-01,2026-07-01,9,242,High Retention
U011461,2024-10-01,2026-07-01,18,638,High Retention
U011462,2026-04-01,2026-07-01,4,91,Moderate Retention
U011463,2026-01-01,2026-07-01,7,181,High Retention
U011464,2026-05-01,2026-07-01,3,61,Moderate Retention
U011465,2026-02-01,2026-07-01,6,150,High Retention
U011466,2025-09-01,2026-07-01,11,303,High Retention
U011467,2025-09-01,2026-07-01,11,303,High Retention
U011468,2024-10-01,2026-07-01,14,638,High Retention
U011469,2024-12-01,2026-07-01,15,577,High Retention
U011470,2026-03-01,2026-07-01,5,122,Moderate Retention
U011471,2025-07-01,2026-07-01,13,365,High Retention
U011472,2025-10-01,2026-07-01,10,273,High Retention
U011473,2024-08-01,2026-07-01,20,699,High Retention
U011474,2025-01-01,2026-07-01,17,546,High Retention
U011475,2024-08-01,2026-07-01,21,699,High Retention
U011476,2025-08-01,2026-07-01,12,334,High Retention
U011477,2025-05-01,2026-07-01,15,426,High Retention
U011478,2025-02-01,2026-07-01,15,515,High Retention
U011479,2025-12-01,2026-07-01,8,212,High Retention
U011480,2026-01-01,2026-07-01,7,181,High Retention
U011481,2026-04-01,2026-07-01,4,91,Moderate Retention
U011482,2024-11-01,2026-07-01,19,607,High Retention
U011483,2025-03-01,2026-07-01,17,487,High Retention
U011484,2025-02-01,2026-07-01,16,515,High Retention
U011485,2026-05-01,2026-07-01,3,61,Moderate Retention
U011486,2026-01-01,2026-07-01,7,181,High Retention
U011487,2026-04-01,2026-07-01,4,91,Moderate Retention
U011488,2024-07-01,2026-07-01,14,730,High Retention
U011489,2025-05-01,2026-07-01,15,426,High Retention
U011490,2025-06-01,2026-07-01,11,395,High Retention
U011491,2025-02-01,2026-07-01,16,515,High Retention
U011492,2025-02-01,2026-07-01,17,515,High Retention
U011493,2026-02-01,2026-07-01,6,150,High Retention
U011494,2024-12-01,2026-07-01,20,577,High Retention
U011495,2025-02-01,2026-07-01,17,515,High Retention
U011496,2024-04-01,2026-07-01,22,821,High Retention
U011497,2025-08-01,2026-07-01,12,334,High Retention
U011498,2024-02-01,2026-07-01,21,881,High Retention
U011499,2025-11-01,2026-07-01,9,242,High Retention
U011500,2025-07-01,2026-07-01,13,365,High Retention
U011501,2026-05-01,2026-07-01,3,61,Moderate Retention
U011502,2025-06-01,2026-07-01,14,395,High Retention
U011503,2025-11-01,2026-07-01,9,242,High Retention
U011504,2026-05-01,2026-07-01,3,61,Moderate Retention
U011505,2024-07-01,2026-07-01,22,730,High Retention
U011506,2024-11-01,2026-07-01,16,607,High Retention
U011507,2025-05-01,2026-07-01,15,426,High Retention
U011508,2024-02-01,2026-07-01,22,881,High Retention
U011509,2024-08-01,2026-07-01,13,699,High Retention
U011510,2025-03-01,2026-07-01,16,487,High Retention
U011511,2024-09-01,2026-07-01,17,668,High Retention
U011512,2024-02-01,2026-07-01,26,881,High Retention
U011513,2025-11-01,2026-07-01,9,242,High Retention
U011514,2024-09-01,2026-07-01,16,668,High Retention
U011515,2024-03-01,2026-07-01,16,852,High Retention
U011516,2025-09-01,2026-07-01,11,303,High Retention
U011517,2024-08-01,2026-07-01,20,699,High Retention
U011518,2025-03-01,2026-07-01,16,487,High Retention
U011519,2025-11-01,2026-07-01,9,242,High Retention
U011520,2024-11-01,2026-07-01,18,607,High Retention
U011521,2025-06-01,2026-07-01,13,395,High Retention
U011522,2026-01-01,2026-07-01,7,181,High Retention
U011523,2025-11-01,2026-07-01,9,242,High Retention
U011524,2024-12-01,2026-07-01,17,577,High Retention
U011525,2025-01-01,2026-07-01,19,546,High Retention
U011526,2024-06-01,2026-07-01,20,760,High Retention
U011527,2024-06-01,2026-07-01,22,760,High Retention
U011528,2024-10-01,2026-07-01,13,638,High Retention
U011529,2026-05-01,2026-07-01,3,61,Moderate Retention
U011530,2026-05-01,2026-07-01,3,61,Moderate Retention
U011531,2026-02-01,2026-07-01,6,150,High Retention
U011532,2024-09-01,2026-07-01,17,668,High Retention
U011533,2025-06-01,2026-07-01,14,395,High Retention
U011534,2025-01-01,2026-07-01,16,546,High Retention
U011535,2024-09-01,2026-07-01,21,668,High Retention
U011536,2024-07-01,2026-07-01,16,730,High Retention
U011537,2026-05-01,2026-07-01,3,61,Moderate Retention
U011538,2025-09-01,2026-07-01,11,303,High Retention
U011539,2025-10-01,2026-07-01,9,273,High Retention
U011540,2024-10-01,2026-07-01,17,638,High Retention
U011541,2026-06-01,2026-07-01,2,30,Low Retention
U011542,2024-09-01,2026-07-01,19,668,High Retention
U011543,2024-08-01,2026-07-01,20,699,High Retention
U011544,2025-06-01,2026-07-01,11,395,High Retention
U011545,2026-05-01,2026-07-01,3,61,Moderate Retention
U011546,2025-12-01,2026-07-01,8,212,High Retention
U011547,2026-05-01,2026-07-01,3,61,Moderate Retention
U011548,2025-07-01,2026-07-01,13,365,High Retention
U011549,2024-08-01,2026-07-01,18,699,High Retention
U011550,2025-05-01,2026-07-01,14,426,High Retention
U011551,2025-04-01,2026-07-01,16,456,High Retention
U011552,2026-06-01,2026-07-01,2,30,Low Retention
U011553,2024-10-01,2026-07-01,22,638,High Retention
U011554,2024-10-01,2026-07-01,18,638,High Retention
U011555,2025-01-01,2026-07-01,14,546,High Retention
U011556,2025-03-01,2026-07-01,14,487,High Retention
U011557,2025-06-01,2026-07-01,14,395,High Retention
U011558,2024-07-01,2026-07-01,20,730,High Retention
U011559,2026-01-01,2026-07-01,7,181,High Retention
U011560,2025-05-01,2026-07-01,15,426,High Retention
U011561,2025-03-01,2026-07-01,15,487,High Retention
U011562,2025-04-01,2026-07-01,15,456,High Retention
U011563,2026-04-01,2026-07-01,4,91,Moderate Retention
U011564,2025-12-01,2026-07-01,8,212,High Retention
U011565,2025-07-01,2026-07-01,12,365,High Retention
U011566,2025-04-01,2026-07-01,15,456,High Retention
U011567,2024-08-01,2026-07-01,21,699,High Retention
U011568,2024-07-01,2026-07-01,19,730,High Retention
U011569,2026-05-01,2026-07-01,3,61,Moderate Retention
U011570,2026-05-01,2026-07-01,3,61,Moderate Retention
U011571,2024-10-01,2026-07-01,16,638,High Retention
U011572,2024-09-01,2026-07-01,21,668,High Retention
U011573,2026-02-01,2026-07-01,6,150,High Retention
U011574,2024-11-01,2026-07-01,19,607,High Retention
U011575,2025-09-01,2026-07-01,11,303,High Retention
U011576,2026-04-01,2026-07-01,4,91,Moderate Retention
U011577,2026-04-01,2026-07-01,4,91,Moderate Retention
U011578,2025-08-01,2026-07-01,10,334,High Retention
U011579,2024-04-01,2026-07-01,24,821,High Retention
U011580,2026-03-01,2026-07-01,5,122,Moderate Retention
U011581,2024-08-01,2026-07-01,19,699,High Retention
U011582,2024-10-01,2026-07-01,21,638,High Retention
U011583,2024-07-01,2026-07-01,18,730,High Retention
U011584,2024-02-01,2026-07-01,28,881,High Retention
U011585,2024-07-01,2026-07-01,21,730,High Retention
U011586,2025-02-01,2026-07-01,16,515,High Retention
U011587,2024-02-01,2026-07-01,27,881,High Retention
U011588,2024-11-01,2026-07-01,12,607,High Retention
U011589,2024-06-01,2026-07-01,24,760,High Retention
U011590,2025-11-01,2026-07-01,9,242,High Retention
U011591,2025-09-01,2026-07-01,11,303,High Retention
U011592,2024-08-01,2026-07-01,20,699,High Retention
U011593,2026-03-01,2026-07-01,5,122,Moderate Retention
U011594,2024-05-01,2026-07-01,21,791,High Retention
U011595,2024-06-01,2026-07-01,20,760,High Retention
U011596,2025-03-01,2026-07-01,16,487,High Retention
U011597,2026-04-01,2026-07-01,4,91,Moderate Retention
U011598,2024-10-01,2026-07-01,17,638,High Retention
U011599,2026-06-01,2026-07-01,2,30,Low Retention
U011600,2024-09-01,2026-07-01,18,668,High Retention
U011601,2025-08-01,2026-07-01,11,334,High Retention
U011602,2024-12-01,2026-07-01,18,577,High Retention
U011603,2025-07-01,2026-07-01,12,365,High Retention
U011604,2024-11-01,2026-07-01,17,607,High Retention
U011605,2024-08-01,2026-07-01,23,699,High Retention
U011606,2025-02-01,2026-07-01,14,515,High Retention
U011607,2024-11-01,2026-07-01,14,607,High Retention
U011608,2025-06-01,2026-07-01,13,395,High Retention
U011609,2025-04-01,2026-07-01,15,456,High Retention
U011610,2025-05-01,2026-07-01,12,426,High Retention
U011611,2024-06-01,2026-07-01,24,760,High Retention
U011612,2025-07-01,2026-07-01,13,365,High Retention
U011613,2025-10-01,2026-07-01,9,273,High Retention
U011614,2024-05-01,2026-07-01,24,791,High Retention
U011615,2024-08-01,2026-07-01,20,699,High Retention
U011616,2024-04-01,2026-07-01,25,821,High Retention
U011617,2024-08-01,2026-07-01,21,699,High Retention
U011618,2026-05-01,2026-07-01,3,61,Moderate Retention
U011619,2024-04-01,2026-07-01,21,821,High Retention
U011620,2024-07-01,2026-07-01,18,730,High Retention
U011621,2024-06-01,2026-07-01,22,760,High Retention
U011622,2026-02-01,2026-07-01,6,150,High Retention
U011623,2025-06-01,2026-07-01,14,395,High Retention
U011624,2024-04-01,2026-07-01,22,821,High Retention
U011625,2024-08-01,2026-07-01,21,699,High Retention
U011626,2025-09-01,2026-07-01,11,303,High Retention
U011627,2025-11-01,2026-07-01,9,242,High Retention
U011628,2025-07-01,2026-07-01,12,365,High Retention
U011629,2025-07-01,2026-07-01,9,365,High Retention
U011630,2025-03-01,2026-07-01,14,487,High Retention
U011631,2026-02-01,2026-07-01,6,150,High Retention
U011632,2024-12-01,2026-07-01,18,577,High Retention
U011633,2026-05-01,2026-07-01,3,61,Moderate Retention
U011634,2026-03-01,2026-07-01,5,122,Moderate Retention
U011635,2026-04-01,2026-07-01,4,91,Moderate Retention
U011636,2025-10-01,2026-07-01,10,273,High Retention
U011637,2024-12-01,2026-07-01,19,577,High Retention
U011638,2025-08-01,2026-07-01,10,334,High Retention
U011639,2025-04-01,2026-07-01,15,456,High Retention
U011640,2026-04-01,2026-07-01,4,91,Moderate Retention
U011641,2026-04-01,2026-07-01,4,91,Moderate Retention
U011642,2024-05-01,2026-07-01,16,791,High Retention
U011643,2025-12-01,2026-07-01,8,212,High Retention
U011644,2025-11-01,2026-07-01,9,242,High Retention
U011645,2025-07-01,2026-07-01,13,365,High Retention
U011646,2026-06-01,2026-07-01,2,30,Low Retention
U011647,2024-04-01,2026-07-01,23,821,High Retention
U011648,2026-06-01,2026-07-01,2,30,Low Retention
U011649,2024-01-01,2026-07-01,28,912,High Retention
U011650,2024-07-01,2026-07-01,21,730,High Retention
U011651,2025-09-01,2026-07-01,9,303,High Retention
U011652,2026-01-01,2026-07-01,7,181,High Retention
U011653,2026-04-01,2026-07-01,4,91,Moderate Retention
U011654,2024-02-01,2026-07-01,25,881,High Retention
U011655,2026-01-01,2026-07-01,7,181,High Retention
U011656,2025-09-01,2026-07-01,10,303,High Retention
U011657,2025-01-01,2026-07-01,16,546,High Retention
U011658,2025-09-01,2026-07-01,11,303,High Retention
U011659,2025-01-01,2026-07-01,19,546,High Retention
U011660,2025-03-01,2026-07-01,14,487,High Retention
U011661,2024-08-01,2026-07-01,21,699,High Retention
U011662,2024-11-01,2026-07-01,20,607,High Retention
U011663,2025-09-01,2026-07-01,11,303,High Retention
U011664,2024-09-01,2026-07-01,18,668,High Retention
U011665,2026-01-01,2026-07-01,7,181,High Retention
U011666,2024-11-01,2026-07-01,19,607,High Retention
U011667,2026-04-01,2026-07-01,4,91,Moderate Retention
U011668,2024-05-01,2026-07-01,19,791,High Retention
U011669,2025-01-01,2026-07-01,17,546,High Retention
U011670,2024-10-01,2026-07-01,19,638,High Retention
U011671,2025-06-01,2026-07-01,13,395,High Retention
U011672,2025-04-01,2026-07-01,14,456,High Retention
U011673,2024-03-01,2026-07-01,24,852,High Retention
U011674,2025-04-01,2026-07-01,12,456,High Retention
U011675,2025-05-01,2026-07-01,14,426,High Retention
U011676,2025-07-01,2026-07-01,13,365,High Retention
U011677,2025-05-01,2026-07-01,14,426,High Retention
U011678,2025-10-01,2026-07-01,10,273,High Retention
U011679,2025-10-01,2026-07-01,10,273,High Retention
U011680,2024-05-01,2026-07-01,18,791,High Retention
U011681,2025-08-01,2026-07-01,11,334,High Retention
U011682,2026-02-01,2026-07-01,6,150,High Retention
U011683,2025-03-01,2026-07-01,15,487,High Retention
U011684,2024-12-01,2026-07-01,16,577,High Retention
U011685,2025-04-01,2026-07-01,16,456,High Retention
U011686,2024-07-01,2026-07-01,21,730,High Retention
U011687,2025-02-01,2026-07-01,17,515,High Retention
U011688,2024-07-01,2026-07-01,20,730,High Retention
U011689,2024-12-01,2026-07-01,18,577,High Retention
U011690,2026-01-01,2026-07-01,7,181,High Retention
U011691,2026-04-01,2026-07-01,4,91,Moderate Retention
U011692,2025-04-01,2026-07-01,15,456,High Retention
U011693,2026-05-01,2026-07-01,3,61,Moderate Retention
U011694,2024-09-01,2026-07-01,19,668,High Retention
U011695,2024-10-01,2026-07-01,17,638,High Retention
U011696,2026-05-01,2026-07-01,3,61,Moderate Retention
U011697,2025-08-01,2026-07-01,12,334,High Retention
U011698,2025-06-01,2026-07-01,14,395,High Retention
U011699,2024-12-01,2026-07-01,18,577,High Retention
U011700,2025-08-01,2026-07-01,12,334,High Retention
U011701,2026-05-01,2026-07-01,3,61,Moderate Retention
U011702,2024-08-01,2026-07-01,22,699,High Retention
U011703,2025-12-01,2026-07-01,8,212,High Retention
U011704,2025-02-01,2026-07-01,16,515,High Retention
U011705,2025-01-01,2026-07-01,16,546,High Retention
U011706,2024-10-01,2026-07-01,19,638,High Retention
U011707,2026-02-01,2026-07-01,6,150,High Retention
U011708,2024-08-01,2026-07-01,20,699,High Retention
U011709,2025-02-01,2026-07-01,16,515,High Retention
U011710,2026-03-01,2026-07-01,5,122,Moderate Retention
U011711,2025-04-01,2026-07-01,14,456,High Retention
U011712,2024-05-01,2026-07-01,19,791,High Retention
U011713,2026-06-01,2026-07-01,2,30,Low Retention
U011714,2024-04-01,2026-07-01,23,821,High Retention
U011715,2026-04-01,2026-07-01,4,91,Moderate Retention
U011716,2024-12-01,2026-07-01,19,577,High Retention
U011717,2025-08-01,2026-07-01,12,334,High Retention
U011718,2025-08-01,2026-07-01,12,334,High Retention
U011719,2024-09-01,2026-07-01,21,668,High Retention
U011720,2024-11-01,2026-07-01,19,607,High Retention
U011721,2024-05-01,2026-07-01,21,791,High Retention
U011722,2024-07-01,2026-07-01,22,730,High Retention
U011723,2024-04-01,2026-07-01,24,821,High Retention
U011724,2024-04-01,2026-07-01,22,821,High Retention
U011725,2025-01-01,2026-07-01,14,546,High Retention
U011726,2026-02-01,2026-07-01,6,150,High Retention
U011727,2025-01-01,2026-07-01,17,546,High Retention
U011728,2025-11-01,2026-07-01,9,242,High Retention
U011729,2024-10-01,2026-07-01,20,638,High Retention
U011730,2025-09-01,2026-07-01,11,303,High Retention
U011731,2025-04-01,2026-07-01,15,456,High Retention
U011732,2025-11-01,2026-07-01,9,242,High Retention
U011733,2025-09-01,2026-07-01,11,303,High Retention
U011734,2026-02-01,2026-07-01,6,150,High Retention
U011735,2025-05-01,2026-07-01,15,426,High Retention
U011736,2024-10-01,2026-06-01,17,608,High Retention
U011737,2024-05-01,2026-07-01,18,791,High Retention
U011738,2025-12-01,2026-07-01,8,212,High Retention
U011739,2024-07-01,2026-07-01,18,730,High Retention
U011740,2024-04-01,2026-07-01,22,821,High Retention
U011741,2025-02-01,2026-07-01,16,515,High Retention
U011742,2026-05-01,2026-07-01,3,61,Moderate Retention
U011743,2024-12-01,2026-07-01,14,577,High Retention
U011744,2025-06-01,2026-07-01,14,395,High Retention
U011745,2025-03-01,2026-07-01,17,487,High Retention
U011746,2025-12-01,2026-07-01,8,212,High Retention
U011747,2026-01-01,2026-07-01,7,181,High Retention
U011748,2025-04-01,2026-07-01,15,456,High Retention
U011749,2025-02-01,2026-07-01,18,515,High Retention
U011750,2025-01-01,2026-07-01,19,546,High Retention
U011751,2025-10-01,2026-07-01,8,273,High Retention
U011752,2025-10-01,2026-07-01,10,273,High Retention
U011753,2024-09-01,2026-07-01,20,668,High Retention
U011754,2024-11-01,2026-07-01,20,607,High Retention
U011755,2025-10-01,2026-07-01,10,273,High Retention
U011756,2025-07-01,2026-07-01,10,365,High Retention
U011757,2025-11-01,2026-07-01,9,242,High Retention
U011758,2024-02-01,2026-07-01,19,881,High Retention
U011759,2026-03-01,2026-07-01,5,122,Moderate Retention
U011760,2026-02-01,2026-07-01,6,150,High Retention
U011761,2026-03-01,2026-07-01,5,122,Moderate Retention
U011762,2024-09-01,2026-07-01,19,668,High Retention
U011763,2025-06-01,2026-07-01,12,395,High Retention
U011764,2025-07-01,2026-07-01,12,365,High Retention
U011765,2024-10-01,2026-07-01,20,638,High Retention
U011766,2026-02-01,2026-07-01,6,150,High Retention
U011767,2024-03-01,2026-07-01,20,852,High Retention
U011768,2025-09-01,2026-07-01,11,303,High Retention
U011769,2025-06-01,2026-07-01,13,395,High Retention
U011770,2025-03-01,2026-07-01,16,487,High Retention
U011771,2025-12-01,2026-07-01,8,212,High Retention
U011772,2025-05-01,2026-07-01,13,426,High Retention
U011773,2024-04-01,2026-07-01,22,821,High Retention
U011774,2025-03-01,2026-07-01,16,487,High Retention
U011775,2026-05-01,2026-07-01,3,61,Moderate Retention
U011776,2024-02-01,2026-07-01,22,881,High Retention
U011777,2024-03-01,2026-07-01,24,852,High Retention
U011778,2025-12-01,2026-07-01,8,212,High Retention
U011779,2024-05-01,2026-07-01,22,791,High Retention
U011780,2026-05-01,2026-07-01,3,61,Moderate Retention
U011781,2025-05-01,2026-07-01,15,426,High Retention
U011782,2025-10-01,2026-07-01,10,273,High Retention
U011783,2025-10-01,2026-07-01,9,273,High Retention
U011784,2026-04-01,2026-07-01,4,91,Moderate Retention
U011785,2026-06-01,2026-07-01,2,30,Low Retention
U011786,2026-03-01,2026-07-01,5,122,Moderate Retention
U011787,2025-09-01,2026-07-01,11,303,High Retention
U011788,2024-11-01,2026-07-01,20,607,High Retention
U011789,2024-10-01,2026-07-01,18,638,High Retention
U011790,2024-12-01,2026-07-01,17,577,High Retention
U011791,2026-06-01,2026-07-01,2,30,Low Retention
U011792,2025-03-01,2026-07-01,16,487,High Retention
U011793,2024-04-01,2026-07-01,20,821,High Retention
U011794,2024-04-01,2026-07-01,24,821,High Retention
U011795,2025-06-01,2026-07-01,10,395,High Retention
U011796,2024-02-01,2026-07-01,18,881,High Retention
U011797,2025-10-01,2026-07-01,10,273,High Retention
U011798,2024-01-01,2026-07-01,24,912,High Retention
U011799,2025-09-01,2026-07-01,11,303,High Retention
U011800,2025-05-01,2026-07-01,15,426,High Retention
U011801,2025-09-01,2026-07-01,11,303,High Retention
U011802,2025-05-01,2026-07-01,14,426,High Retention
U011803,2025-02-01,2026-07-01,15,515,High Retention
U011804,2024-03-01,2026-07-01,24,852,High Retention
U011805,2025-07-01,2026-07-01,13,365,High Retention
U011806,2024-07-01,2026-07-01,16,730,High Retention
U011807,2026-03-01,2026-07-01,5,122,Moderate Retention
U011808,2025-11-01,2026-07-01,8,242,High Retention
U011809,2026-05-01,2026-07-01,3,61,Moderate Retention
U011810,2025-04-01,2026-07-01,15,456,High Retention
U011811,2026-05-01,2026-07-01,3,61,Moderate Retention
U011812,2025-12-01,2026-07-01,8,212,High Retention
U011813,2026-02-01,2026-07-01,6,150,High Retention
U011814,2024-07-01,2026-07-01,22,730,High Retention
U011815,2025-12-01,2026-07-01,8,212,High Retention
U011816,2025-06-01,2026-07-01,13,395,High Retention
U011817,2025-12-01,2026-07-01,8,212,High Retention
U011818,2024-08-01,2026-07-01,21,699,High Retention
U011819,2024-09-01,2026-07-01,21,668,High Retention
U011820,2026-05-01,2026-07-01,3,61,Moderate Retention
U011821,2025-01-01,2026-07-01,16,546,High Retention
U011822,2026-04-01,2026-07-01,4,91,Moderate Retention
U011823,2024-08-01,2026-07-01,16,699,High Retention
U011824,2024-11-01,2026-07-01,17,607,High Retention
U011825,2025-01-01,2026-07-01,18,546,High Retention
U011826,2024-07-01,2026-07-01,19,730,High Retention
U011827,2025-01-01,2026-07-01,18,546,High Retention
U011828,2024-06-01,2026-07-01,20,760,High Retention
U011829,2024-06-01,2026-07-01,20,760,High Retention
U011830,2024-07-01,2026-07-01,20,730,High Retention
U011831,2024-12-01,2026-07-01,16,577,High Retention
U011832,2025-08-01,2026-07-01,12,334,High Retention
U011833,2024-12-01,2026-07-01,17,577,High Retention
U011834,2024-07-01,2026-07-01,18,730,High Retention
U011835,2026-05-01,2026-07-01,3,61,Moderate Retention
U011836,2024-07-01,2026-07-01,14,730,High Retention
U011837,2025-08-01,2026-07-01,12,334,High Retention
U011838,2025-01-01,2026-07-01,18,546,High Retention
U011839,2024-03-01,2026-07-01,22,852,High Retention
U011840,2025-12-01,2026-07-01,7,212,High Retention
U011841,2024-07-01,2026-07-01,19,730,High Retention
U011842,2024-05-01,2026-07-01,24,791,High Retention
U011843,2024-03-01,2026-07-01,16,852,High Retention
U011844,2024-07-01,2026-07-01,20,730,High Retention
U011845,2024-11-01,2026-07-01,18,607,High Retention
U011846,2024-04-01,2026-07-01,25,821,High Retention
U011847,2024-07-01,2026-07-01,24,730,High Retention
U011848,2024-04-01,2026-07-01,23,821,High Retention
U011849,2024-07-01,2026-07-01,21,730,High Retention
